"show","season","episode","title","imdb_rating","semantic","vibe","mood_tags"
"""Как я встретил вашу маму""","9","20","""Daisy""","9.0","""Маршалл ведет нелепое детективное расследование, пытаясь разгадать тайну исчезновения Лили, что приводит к трогательному откровению о будущем их семьи. Параллельно Робин осознает пугающие сходства между Барни и своим отцом, сталкиваясь со страхом повторить ошибки родителей. Эпизод пропитан духом интриги, семейной иронии и искреннего облегчения. Подойдет тем, кто боится перемен в браке и ищет добрую историю о доверии и сюрпризах судьбы.""","""Уют""","""Детектив, Семейные тайны, Облегчение, Доверие, Сюрприз"""
"""Как я встретил вашу маму""","9","21","""Gary Blauman""","8.0","""Волшебное первое свидание Теда и Трейси на фоне ироничных воспоминаний друзей о человеке из прошлого, который когда-то повлиял на их жизни. Эпизод пропитан духом принятия, светлой ностальгии и мудрого осознания того, что в жизни нет случайных людей. Серия о том, как важно вовремя отпустить старые обиды, чтобы увидеть начало чего-то по-настоящему прекрасного. Подойдет тем, кто находится на пороге новой главы и нуждается в истории о судьбе, прощении и надежде.""","""Романтика""","""Первое свидание, Принятие, Судьба, Ностальгия, Надежда"""
"""Как я встретил вашу маму""","9","22","""The End of the Aisle""","8.4","""Напряженная кульминация свадебного марафона, где герои проходят через панику и последние сомнения перед алтарем. Тед совершает финальный благородный поступок, возвращая Робин медальон и окончательно отпуская прошлое, а Барни дает свою самую искреннюю клятву честности. Эпизод пропитан духом решительности, облегчения и триумфального завершения долгого пути. Подойдет тем, кто боится сделать важный жизненный шаг и нуждается в истории о мужестве быть верным себе и близким.""","""Триумф""","""Свадьба, Честность, Прощание с прошлым, Решительность, Триумф"""
"""Как я встретил вашу маму""","9","23","""Last Forever, Part 1""","8.8","""Тед наконец встречает Трейси на перроне в тот самый момент, когда компания друзей начинает медленно отдаляться друг от друга под грузом времени. Эпизод пропитан горько-сладкой ностальгией, осознанием неизбежности перемен и тихим триумфом долгожданной встречи. Серия о том, что жизнь не стоит на месте, а старые связи неизбежно трансформируются. Подойдет тем, кто переживает конец важной главы и ищет примирения с реальностью.""","""Меланхолия""","""Конец эпохи, Ностальгия, Судьба, Встреча, Перемены"""
"""Как я встретил вашу маму""","9","24","""Last Forever, Part 2""","8.2","""Грандиозный финал долгого пути, закольцовывающий историю Теда от первой встречи с Трейси под желтым зонтом до возвращения к Робин с синим горном. Эпизод пропитан духом катарсиса, глубокого принятия жизни во всех её проявлениях и триумфа любви, способной возрождаться дважды. Серия о том, что каждый конец — это новое начало, а истинные чувства не подвластны времени. Идеально для тех, кто ищет завершенности, верит во второй шанс и готов к сильному эмоциональному очищению.""","""Триумф""","""Завершение, Второй шанс, Судьба, Катарсис, Любовь"""
"""Друзья""","1","1","""The One Where Monica Gets a Roommate: The Pilot""","8.3","""Рейчел сбегает со своей свадьбы к Монике и начинает жизнь с чистого листа в компании новых друзей. Атмосфера пропитана духом перемен, уютной поддержкой и искренним юмором над первыми шагами к независимости. Эпизод дарит чувство надежды и тепла, напоминая, что даже в моменты хаоса рядом есть те, кто поможет. Подойдет тем, кто стоит на пороге перемен и нуждается в порции оптимизма и дружеского тепла.""","""""Уют""""","""Новое начало, Поддержка, Дружба, Независимость, Надежда"""
"""Друзья""","1","2","""The One with the Sonogram at the End""","8.1","""Росс узнает о беременности бывшей жены и знакомится с её партнершей, пытаясь осознать свою роль в жизни ребенка. Параллельно Моника страдает от критики родителей, а Рэйчел возвращает кольцо жениху. Неловкое столкновение с прошлым заставляет героев принять перемены и искать опору в поддержке близких.""","""Кризис""","""Отцовство, Семейное давление, Сонограмма, Перемены, Принятие"""
"""Друзья""","1","3","""The One with the Thumb""","8.2","""Моника боится знакомить идеального парня с друзьями, опасаясь их критики, но в итоге понимает, что ей самой не хватает чувств. Параллельно Фиби получает абсурдную компенсацию за палец в банке газировки, а Чендлер борется с курением. Ироничная история о том, как мнение окружающих влияет на наши отношения и как нелепые случайности могут привести к неожиданной выгоде.""","""""Абсурд""""","""Расставание, Курение, Нелепая удача, Отношения, Дружба"""
"""Друзья""","1","4","""The One with George Stephanopoulos""","8.1","""Рэйчел переживает кризис самоопределения после встречи с успешными подругами, а Росс страдает из-за годовщины с бывшей женой, получая травму на хоккее. Девичник с пиццей для политика и «смертельным пуншем» обнажает страхи и секреты героинь. Это история о принятии взрослой ответственности и о том, что путь к независимости полон нелепых преград и разбитых носов.""","""Кризис""","""Независимость, Девичник, Хоккей, Секреты, Взросление"""
"""Друзья""","1","5","""The One with the East German Laundry Detergent""","8.5","""Рэйчел делает шаг к независимости, учась стирать белье под присмотром влюбленного Росса, а Чендлер изводит себя попытками расстаться с Дженис. Джоуи втягивает Монику в двойное свидание-аферу, чтобы вернуть бывшую. Эпизод о маленьких бытовых победах и о том, что честность в отношениях дается куда труднее, чем битва за стиральную машину.""","""Абсурд""","""Расставание, Маленькие победы, Независимость, Юмор"""
"""Друзья""","1","6","""The One with the Butt""","8.2","""Джоуи получает сомнительную роль дублера пятой точки Аль Пачино, а Чендлер заводит «идеальные» отношения без обязательств, которые в итоге приносят лишь разочарование. Параллельно Моника борется со своей манией порядка, не в силах уснуть из-за неправильно лежащих кроссовок. Ироничный взгляд на амбиции, границы свободы в любви и внутренние навязчивые идеи.""","""Абсурд""","""Неудачи, Свободные отношения, Перфекционизм, Карьера, Юмор"""
"""Друзья""","1","7","""The One with the Blackout""","9.0","""Отключение света в Нью-Йорке застает Чендлера в банкомате с супермоделью, а Росса — в «зоне дружбы» на балконе. Попытка Росса признаться Рэйчел в чувствах прерывается нападением кота и появлением красавца-итальянца Паоло. Эпизод о упущенных возможностях, нелепом везении и о том, как одна вспышка молнии (или её отсутствие) может изменить правила игры в любви.""","""Абсурд""","""Зона дружбы, Нелепость"""
"""Друзья""","1","8","""The One Where Nana Dies Twice""","8.3","""Семья Геллер прощается с бабушкой, а Чендлер мучается от осознания, что окружающие принимают его за гея. Похороны превращаются в череду нелепых происшествий: Росс падает в могилу, а Моника вновь выслушивает критику матери. Эпизод о поиске своей идентичности среди семейного хаоса и о том, что даже в самые грустные моменты друзья остаются лучшей поддержкой.""","""Меланхолия""","""Похороны, Идентичность, Семейные тайны, Дружба"""
"""Друзья""","1","9","""The One Where Underdog Gets Away""","8.5","""Первый общий День благодарения друзей превращается в катастрофу: герои оказываются заперты на лестничной клетке, пока праздничный ужин сгорает в духовке. На фоне личных неудач — от позорных плакатов Джоуи до пропущенного рейса Рэйчел — друзья находят утешение в компании друг друга. Смысл в том, что искренняя близость важнее идеальных традиций и кулинарных шедевров.""","""Уют""","""День благодарения, Сгоревший ужин, Дружба, Запертая дверь, Традиции"""
"""Друзья""","1","10","""The One with the Monkey""","8.1","""Друзья заключают пакт встретить Новый год без пар, но каждый тайно его нарушает, что приводит к комичной катастрофе на вечеринке. Фиби переживает стремительный роман с ученым Дэвидом, который вынужден уехать в Минск ради науки. Эпизод о том, что настоящая любовь требует жертв, а лучшие новогодние обещания — те, что мы даем своим друзьям.""","""Меланхолия""","""Новый год, Разлука, Обещания, Одиночество, Наука"""
"""Друзья""","1","11","""The One with Mrs. Bing""","8.2","""Росс совершает непростительную ошибку, поцеловав мать Чендлера под действием текилы и ревности к Паоло, что ставит под угрозу его дружбу. Параллельно Моника и Фиби доводят заботу о парне в коме до абсурда, пока он не приходит в себя и не разочаровывает их своей грубостью. Эпизод о границах дозволенного, мужском кодексе чести и крушении романтических иллюзий.""","""Абсурд""","""Кодекс чести, Поцелуй, Кома, Неловкость, Ревность"""
"""Друзья""","1","12","""The One with the Dozen Lasagnas""","8.3","""Рэйчел расстается с Паоло после его непристойного поведения, а Росс случайно узнает, что у него будет сын, когда друзья невольно выдают секрет. Пока Чендлер и Джоуи спорят о дизайне стола и в итоге выбирают кикер, Моника пытается пристроить гору ненужной лазаньи. Эпизод о разочаровании в людях, радости отцовства и о том, что настоящие друзья всегда накормят и поддержат.""","""Абсурд""","""Пол ребенка, Расставание, Дружба"""
"""Друзья""","1","13","""The One with the Boobies""","8.2","""Случайный взгляд Чендлера на обнаженную Рэйчел запускает нелепую цепочку попыток «сравнять счет», где каждый видит не того, кого хотел. Джоуи узнает об интрижке отца и сталкивается с шокирующим спокойствием матери, а Фиби расстается с психиатром, который слишком глубоко копает в душах друзей. Ироничная история о границах личного пространства, семейных тайнах и вреде излишнего психоанализа.""","""Абсурд""","""Личные границы, Измена, Психолог, Неловкость"""
"""Друзья""","1","14","""The One with the Candy Hearts""","8.1","""В День святого Валентина Чендлер вновь попадает в сети Дженис, а Росс рушит свое свидание, переключив внимание на бывшую жену в том же ресторане. Девушки устраивают ритуал сожжения вещей бывших, который едва не заканчивается пожаром и знакомством с несвободными пожарными. Эпизод о том, как трудно отпустить прошлое и как иронично судьба сталкивает нас с теми, кого мы пытаемся забыть.""","""Романтика""","""День святого Валентина, Бывшая жена, Ритуал"""
"""Друзья""","1","15","""The One with the Stoned Guy""","8.3","""Чендлер пытается сбежать из офисного рабства, но возвращается из-за денег, признавая поражение в поиске «призвания». Моника проваливает собеседование с обкуренным владельцем ресторана, который предпочитает изысканным блюдам мармеладки, а Росс нелепо учится говорить гадости в постели. Эпизод о суровой реальности карьерных амбиций и комичных трудностях интимного общения.""","""Абсурд""","""Карьера, Грязные разговоры, Собеседование, Неудача, Дружба"""
"""Друзья""","1","16","""The One with Two Parts: Part 1""","8.4","""Чендлер не может уволить привлекательную сотрудницу и впутывается в ложь о её психическом здоровье, пока Джоуи начинает встречаться с сестрой-близнецом Фиби, вызывая у той ревность. Росс боится будущего отцовства после пугающего видео о родах, а Рэйчел калечится, снимая рождественские огни. Эпизод о нелепых совпадениях, страхе перед ответственностью и сложностях отношений с близнецами.""","""Абсурд""","""Увольнение, Страх родов, Травма"""
"""Друзья""","1","17","""The One with Two Parts: Part 2""","8.5","""Рэйчел и Моника впутываются в аферу со страховкой, что превращает их свидание с симпатичными врачами в кошмар из взаимных упреков. Фиби выдает себя за сестру-близнеца, чтобы мягко расстаться с Джоуи и уберечь его чувства, а Росс находит эмоциональную связь с обезьянкой Марселем, осознавая свою готовность к отцовству. Эпизод о самопожертвовании ради друзей и первом шаге к зрелости.""","""Абсурд""","""Страховка, Врачи, Дружба, Отцовство"""
"""Друзья""","1","18","""The One with All the Poker""","8.9","""Девушки учатся играть в покер, чтобы победить парней, в то время как Рэйчел получает отказ в работе мечты и выплескивает свое разочарование в игре. Росс, тайно влюбленный в неё, благородно уступает победу, даря Рэйчел минуту триумфа в тяжелый день. Эпизод о скрытых чувствах, азарте и о том, что иногда проигрыш — это самый красивый способ показать свою любовь.""","""Романтика""","""Покер, Карьера, Жертвенность, Отношения, Соперничество"""
"""Друзья""","1","19","""The One Where the Monkey Gets Away""","8.1","""Рэйчел случайно теряет обезьянку Росса, что приводит к масштабным поискам и встрече с мстительной сотрудницей службы отлова. Пока друзья пытаются спасти Марселя, Росс готовится признаться Рэйчел в любви, но его опережает внезапно появившийся бывший жених. Эпизод о старых обидах, ответственности за питомцев и о том, как неудачный тайминг может разрушить самый романтичный момент.""","""Абсурд""","""Старые обиды, Неудачный момент, Хаос"""
"""Друзья""","1","20","""The One with the Evil Orthodontist""","8.2","""Рэйчел впутывается в интрижку с бывшим женихом, но в итоге понимает, что её решение сбежать со свадьбы было верным. Пока она и Минди объединяются против изменника Барри, Чендлер сходит с ума, ожидая звонка от девушки. Эпизод о закрытии старых гештальтов, преодолении зависимости от чужого внимания и о том, что иногда нужно вернуться в прошлое, чтобы окончательно его отпустить.""","""Кризис""","""Прозрение, Ожидание звонка, Женская солидарность, Отношения"""
"""Друзья""","1","21","""The One with the Fake Monica""","8.3","""Моника очаровывается похитительницей своей кредитки и пускается во все тяжкие, пытаясь сбежать от собственной правильности. Росс вынужден отдать повзрослевшего Марселя в зоопарк, а Джоуи выбирает себе нелепые сценические псевдонимы, не понимая издевок Чендлера. Эпизод о кризисе идентичности, горечи прощания с питомцем и о том, что быть собой — это не приговор, а выбор.""","""Кризис""","""Кража личности, Риск, Самопознание"""
"""Друзья""","1","22","""The One with the Ick Factor""","8.2","""Моника в ужасе узнает, что её «студент» на самом деле школьник, а Чендлер пытается вернуть расположение коллег, став их боссом. Рэйчел видит эротические сны о друзьях, доводя Росса до исступления от ревности, пока его пейджер не сообщает о начале родов Кэрол. Эпизод о неловких секретах, трудностях власти и долгожданном переходе к новой главе жизни — отцовству.""","""Абсурд""","""Неловкое свидание, Сны, Карьера, Начало родов, Ревность"""
"""Друзья""","1","23","""The One with the Birth""","8.8","""В день рождения сына Росса друзья собираются в больнице, создавая вокруг хаос и нелепые ситуации: Джоуи становится партнером по родам у незнакомки, а Фиби мирит вечно спорящих Росса и Сьюзан в кладовке. Эпизод о рождении новой жизни и осознании того, что любовь близких — лучшее наследство для ребенка. Фиби дает малышу имя, превращая случайную встречу в начало большой истории.""","""Уют""","""Рождение ребенка, Больница, Примирение, Дружба"""
"""Друзья""","1","24","""The One Where Rachel Finds Out""","9.1","""Рэйчел узнает о чувствах Росса благодаря случайной оговорке Чендлера и дорогому подарку, но не успевает признаться ему до его отъезда в Китай. Пока Джоуи участвует в необычном медицинском исследовании, Рэйчел осознает свою любовь и мчится в аэропорт, чтобы встретить Росса. Финал сезона наносит сокрушительный удар: Росс возвращается не один, а с новой девушкой.""","""Романтика""","""Признание, Подарок, Неудачный тайминг"""
"""Друзья""","2","1","""The One with Ross's New Girlfriend""","8.5","""Рэйчел сталкивается с жестокой реальностью: Росс вернулся из Китая с новой девушкой Джули, разрушив её планы на признание. Пока Моника страдает от ужасной стрижки «под Дадли Мура», а Чендлер переживает из-за странного портного, Рэйчел осознает глубину своего опоздания. Эпизод о ревности, неловких ситуациях и горечи упущенного момента, когда любимый человек находит счастье с кем-то другим.""","""Кризис""","""Неудачная стрижка, Ревность, Упущенный шанс"""
"""Друзья""","2","2","""The One with the Breast Milk""","8.2","""Моника тайно дружит с Джули, боясь ранить чувства Рэйчел, а Джоуи вступает в «парфюмерную дуэль» с конкурентом-ковбоем в торговом центре. Росс преодолевает брезгливость, пытаясь попробовать грудное молоко, чтобы не уступать Сьюзан. Эпизод о скрытом соперничестве, преданности друзьям и нелепых вызовах, которые мы бросаем себе, чтобы доказать свою значимость.""","""Абсурд""","""Секретная дружба, Ревность, Поддержка"""
"""Друзья""","2","3","""The One Where Heckles Dies""","8.7","""Смерть нелюдимого соседа мистера Хекклса заставляет Чендлера задуматься о своем одиночестве и привычке бросать девушек по пустякам. Пока Росс безуспешно пытается доказать Фиби теорию эволюции, а Моника и Рэйчел делят наследство соседа, Чендлер борется со страхом стать «новым Хекклсом». Эпизод о взрослении, принятии своих странностей и тихой грусти по уходящим людям.""","""Тихая печаль""","""Наследство, Страх одиночества, Эволюция, Взросление"""
"""Друзья""","2","4","""The One with Phoebe's Husband""","8.3","""Фиби узнает, что её фиктивный муж-гей на самом деле натурал и хочет развода, а Рэйчел изощренно саботирует сексуальную жизнь Росса и Джули. Друзья в порыве откровений выдают секреты друг друга — от порно-прошлого Джоуи до лишнего соска Чендлера. Эпизод о ревности, скрытых чувствах и о том, как трудно хранить тайны в тесном кругу близких людей.""","""Абсурд""","""Фиктивный брак, Секреты друзей, Ревность, Неловкость"""
"""Друзья""","2","5","""The One with Five Steaks and an Eggplant""","8.8","""Финансовое неравенство вносит разлад в компанию, когда богатая половина друзей планирует дорогой праздник, не считаясь с бюджетом остальных. Пока Чендлер выдает себя за другого, чтобы соблазнить девушку, Моника теряет работу из-за нелепой ошибки с бесплатными стейками. Эпизод о деликатности денежных вопросов и о том, что дружба важнее статуса и дорогих билетов на концерт.""","""Кризис""","""Деньги, Социальное неравенство, Увольнение, Неловкость"""
"""Друзья""","2","6","""The One with the Baby on the Bus""","8.6","""Чендлер и Джоуи умудряются оставить Бена в автобусе, а Росс страдает от аллергии на киви и своего страха перед уколами. Фиби воюет за право петь в кофейне, в итоге исполняя свои хиты на улице ради благотворительности. Эпизод о безответственности, нелепых случайностях и о том, что даже самые провальные няньки могут найти выход из ситуации, если у них есть кусок пирога и немного удачи.""","""Абсурд""","""Потерянный ребенок, Аллергия, Няньки"""
"""Друзья""","2","7","""The One Where Ross Finds Out""","9.4","""Рэйчел в пьяном угаре оставляет Россу сообщение о своих чувствах, что приводит к долгожданному и страстному поцелую в кофейне под дождем. Тем временем Моника превращает тренировки Чендлера в марафон на выживание, а Фиби сталкивается с мужскими манипуляциями. Эпизод о моменте истины, когда скрывать любовь становится невозможно, и одна ошибка по пьяни меняет всё.""","""Романтика""","""Первый поцелуй, Пьяный звонок, Личный тренер, Признание, Гроза"""
"""Друзья""","2","8","""The One with the List""","9.0","""Росс разрывается между Джули и Рэйчел, составляя на компьютере список их недостатков, который по нелепой случайности попадает в руки Рэйчел. Обида на «избалованную официантку» перечеркивает радость от расставания с Джули, оставляя Росса под дождем на пожарной лестнице. Эпизод о вреде рационализации чувств и о том, как легко разрушить хрупкую любовь одним неосторожным словом.""","""Кризис""","""Список недостатков, Разрыв, Обида, Попытка извинения"""
"""Друзья""","2","9","""The One with Phoebe's Dad""","8.4","""Фиби пытается найти своего настоящего отца, но в последний момент отступает, боясь разочарования, под поддержку Чендлера и Джоуи. В квартире Моники из-за поломанной батареи воцаряется тропическая жара, превращая Рождество в пляжную вечеринку. Эпизод о поиске корней, нелепых подарках с заправки и о том, что иногда путь к правде важнее самой правды.""","""Уют""","""Рождество, Поиск отца, Жара, Странные подарки, Дружба"""
"""Друзья""","2","10","""The One with Russ""","8.1","""Рэйчел встречается с парнем по имени Расс, который является точной копией Росса, но упорно не замечает этого до последнего момента. Моника пытается спасти Веселого Бобби от алкоголизма, но обнаруживает, что трезвым он невыносимо скучен. Эпизод об ироничных повторениях судьбы, актерском прорыве Джоуи и о том, как трудно сохранить «искру» в отношениях без привычных допингов.""","""Абсурд""","""Актерская карьера, Двигаться дальше, Юмор"""
"""Друзья""","2","11","""The One with the Lesbian Wedding""","8.9","""Росс проявляет благородство, уговаривая Кэрол не отменять свадьбу со Сьюзан, и в итоге сам ведет её к алтарю. Рэйчел сталкивается с разводом родителей, осознавая цену своей независимости, а Фиби верит, что в неё вселилась душа умершей клиентки. Эпизод о терпимости, принятии перемен и о том, что поддержка друзей помогает пережить даже самые сложные семейные потрясения.""","""Романтика""","""Свадьба, Принятие, Развод родителей, Духи, Поддержка"""
"""Друзья""","2","12","""The One After the Superbowl: Part 1""","8.2","""Росс находит своего обезьянку Марселя на съемках фильма, разоблачая ложь зоопарка, а Джоуи пытается избавиться от безумной фанатки, верящей в его сериальный образ. Фиби шокирует родителей детей своими песнями о суровой правде жизни. Эпизод о столкновении шоу-бизнеса с реальностью, старых привязанностях и о том, как трудно порой разделить актера и его роль.""","""Абсурд""","""Безумная фанатка, Песни для детей, Слава, Воссоединение"""
"""Друзья""","2","13","""The One After the Superbowl: Part 2""","8.1","Нет информации","""Нет информации""","Нет информации"
"""Друзья""","2","14","""The One with the Prom Video""","9.5","Нет информации","""Нет информации""","Нет информации"
"""Друзья""","2","15","""The One Where Ross and Rachel... You Know""","9.2","""Росс и Рэйчел наконец проводят свою первую ночь в планетарии, преодолевая неловкость и смех, а Моника влюбляется в старого друга семьи Ричарда, игнорируя разницу в возрасте. Чендлер и Джоуи впадают в ленивый транс, отказываясь вставать с новых кресел даже при пожаре. Эпизод о переходе на новый уровень близости, запретных чувствах и о том, что для любви не существует преград, будь то возраст или сок в постели.""","""Романтика""","""Первая ночь, Планетарий, Взросление"""
"""Друзья""","2","16","""The One Where Joey Moves Out""","8.8","""Джоуи решает съехать от Чендлера, что приводит к болезненной ссоре и грустному прощанию лучших друзей, а Моника раскрывает родителям свои отношения с Ричардом. Рэйчел делает татуировку, преодолевая страх и мнение Росса. Эпизод о взрослении, праве на личное пространство и о том, как трудно ломать привычный уклад жизни ради движения вперед.""","""Меланхолия""","""Переезд, Дружба, Раскрытие тайны, Татуировка, Взросление"""
"""Друзья""","2","17","""The One Where Eddie Moves In""","8.4","""Джоуи и Чендлер страдают от одиночества после разъезда, осознавая, что новые соседи и дорогая мебель не заменят их дружбы. Фиби узнает, что в её клипе звучит чужой голос, а Моника и Росс по-детски ссорятся, живя под одной крышей. Эпизод о тоске по привычному укладу жизни, разочаровании в шоу-бизнесе и о том, что настоящая близость проверяется разлукой.""","""Меланхолия""","""Одиночество, Новый сосед, Братская любовь, Разлука"""
"""Друзья""","2","18","""The One Where Dr. Ramoray Dies""","8.6","""Карьера Джоуи рушится из-за его хвастовства, и его персонажа «убивают» в сериале, а Чендлер осознает, что его новый сосед Эдди — опасный безумец. Пока Моника и Росс соревнуются за последний презерватив, они узнают интимные тайны своих партнеров. Эпизод о крахе иллюзий, столкновении со странностями окружающих и о том, как важно ценить то, что имеешь, прежде чем оно упадет в шахту лифта.""","""Абсурд""","""Крах карьеры, Безумный сосед, Интимные тайны, Соперничество, Неловкость"""
"""Друзья""","2","19","""The One Where Eddie Won't Go""","8.5","""Джоуи теряет роскошную жизнь и возвращается к Чендлеру, усмирив гордыню после краха в сериале, а друзья помогают ему справиться с долгами. Чендлер избавляется от безумного соседа Эдди с помощью хитроумного «газлайтинга», делая вид, что никогда его не знал. Эпизод о возвращении к истокам, силе женской солидарности (и её крахе) и о том, что настоящая дружба — это когда тебя принимают даже с фарфоровым псом.""","""Абсурд""","""Возвращение домой, Безумный сосед, Гордыня, Женская солидарность, Финансовый крах"""
"""Друзья""","2","20","""The One Where Old Yeller Dies""","8.3","""Фиби открывает для себя правду о грустных финалах кино, а Росс и Рэйчел впервые признаются друг другу в любви на фоне споров о будущем. Чендлер и Джоуи пытаются подражать Ричарду, пока не осознают, что видят в нем отца, а не сверстника. Эпизод о столкновении с реальностью, первом слове ребенка и о том, что планирование будущего не мешает ценить настоящий момент.""","""Уют""","""Признание в любви, Первое слово, Грустное кино, Планы на будущее"""
"""Друзья""","2","21","""The One with the Bullies""","8.1","""Фиби находит сводного брата, пытаясь разыскать отца, а Росс и Чендлер вступают в нелепое противостояние с хулиганами из кофейни. Моника теряет все сбережения на бирже и вынуждена устроиться в тематическую закусочную. Эпизод о поиске семьи, столкновении со своими страхами и о том, что даже полное фиаско может привести к обретению близкого человека.""","""Абсурд""","""Хулиганы, Поиск отца, Биржа, Сводный брат, Новая работа"""
"""Друзья""","2","22","""The One with the Two Parties""","8.9","""Рэйчел отмечает день рождения, но из-за развода родителей друзья вынуждены устроить две параллельные вечеринки в соседних квартирах, чтобы не допустить их встречи. Пока Моника скучно тиранит гостей фланом, у Чендлера и Джоуи царит веселое безумие. Эпизод о семейных драмах, искусстве маскировки и о том, как друзья готовы на любые ухищрения, лишь бы именинница была счастлива.""","""Абсурд""","""Вечеринки, Развод родителей, День рождения, Скрытность, Дружба"""
"""Друзья""","2","23","""The One with the Chicken Pox""","8.2","""Фиби и её моряк Райан проводят долгожданный отпуск в борьбе с ветрянкой, а Джоуи заигрывается в «идеального офисного сотрудника», подставляя Чендлера. Моника пытается найти изъяны в Ричарде, а Росс примеряет форму ВМС ради Рэйчел. Ироничный взгляд на неудачный романтизм, актерские перевоплощения и поиски несовершенства в идеальном партнере.""","""Абсурд""","""Офисные игры, Неудачное свидание"""
"""Друзья""","2","24","""The One with Barry and Mindy's Wedding""","8.7","""Рэйчел берет реванш за позор на свадьбе бывшего жениха, а Чендлер влюбляется в анонима из сети, который оказывается Дженис. Росс идет на жертву ради Джоуи, практикуя с ним поцелуй. Финал сезона омрачен разрывом Моники и Ричарда из-за несовпадения взглядов на детей. Эпизод о преодолении страхов, комичных признаниях и горьком осознании того, что любовь не всегда может победить разные жизненные цели.""","""Кризис""","""Свадьба бывшего, Разрыв, Поцелуй"""
